no,bugis,indonesia,english,len_bugis,skor_bugis
141,"Riolo onroang ri laleng naripan, idi' sikeluarga maserring engka nasaba' onroangna de' mabela pole bola.Makkokkoe idi' majarang engka, selainna mega onroang mabaru ero wedding icoba to aga' mabela pole bola.Ukurengna steakna seddang, masempo nappa rasanna cuku' marasa mappada mp sibawa hargana, kentang sibawa saladna mega, untu' sausna idi' wedding ipitte', ipojiang idi' ero tenderloin sibawa saus blackpapper.","Dulu lokasi di jalan naripan, kami sekeluarga sering datang krn lokasi tidak jauh dari rumah.Sekarang kami agak jarang datang, selain banyak tempat baru yg bisa dicoba jg agak jauh dari rumah.Ukuran steaknya sedang, murah dan rasa cukup enak sesuai dengan harganya, kentang dan salad nya banyak, untuk sausnya kita bisa pilih, favorit kami adalah tenderloin dengan saus blackpapper.","In the past, the location was on Jalan Naripan, our family and I often came because the location was not far from home. Now we rarely come, besides there are lots of new places to try which are also a bit far from home. The steaks are medium in size, cheap and taste quite good for the price, lots of potatoes and salad, we can choose the sauce, our favorite is the tenderloin with black pepper sauce.",57,10
142,"(Alena ero engka ihadakeng lao Puang alena) matu' ri esso kiama' iantaramu maneng makhluk-Na (nappa sassi-sassi matu' makkada) lapala asyhaad iyaro wentu' jama' pole lapala' sahe' ero bettuanna sassi. Alena iyaro maleka'-maleka' alena mareng assassiang, makkada yamaneng rosul pura sampekeng risalangna, amo tau-tau kapere' alena ica' sibage pabbeleang (""Tau-tau iyena ero pura dusatakeng tahhada' Paungna."")","(Mereka itu akan dihadapkan kepada Rabb mereka) kelak di hari kiamat di antara semua makhluk-Nya (dan para saksi akan berkata) lafal asyhaad adalah bentuk jamak dari lafal syahiid yang artinya saksi. Mereka adalah para malaikat mereka memberikan kesaksian, bahwa para rasul telah menyampaikan risalahnya, adapun orang-orang kafir mereka cap sebagai pendusta (""Orang-orang inilah yang telah berdusta terhadap Rabb mereka.""","(They will be brought before their Rabb) later on the Day of Resurrection among all His creatures (and the witnesses will say) the pronunciation of asyhaad is the plural form of the pronunciation of shahiid which means witness. They are angels they gave testimony that the apostles had conveyed their message, while they branded the disbelievers as liars (""These are the people who have lied against their Rabb.""",55,10
143,"(Na makkedani alena) yanaritu tau-tau de e namateppe pole ri esso ripatettong ta, (""Yede tuota) tuo sitongengna (degaga laing na pole ri akkatuongengta) ya i pirasai (ri linoe mi, mateki sibawa tuoki) sesa pole Idi mate nappa sesa na tuo nasaba alena ri ammanareng (na degaga wedding pa binasaki rilainna wettu"") yarega lalona wettue.","(Dan mereka berkata) yaitu orang-orang yang ingkar akan adanya hari berbangkit, (""Kehidupan ini) kehidupan yang sebenarnya (tiada lain hanyalah kehidupan kita) yang kita alami (di dunia saja, kita mati dan kita hidup) sebagian dari kita mati kemudian sebagian yang lain hidup karena mereka dilahirkan (dan tiada yang membinasakan kita selain masa"") atau berlalunya masa.","(And they say) namely those who deny the existence of the Day of Resurrection, (""This life) is the real life (there is nothing but our life) that we experience (in this world only, we die and we live) some of us die and others live because they were born (and nothing destroys us except time"") or the passing of time.",54,10
144,"""Siare' esso purana amatengena, seddi ana' dara asengna Emerentiana iruntu matenga melo doang ku kuburuna Agnes ana' dara iyyaro mengaui mancaji ana' makunrai pole makunrai iyya mancaji indo-susu Agnes, na matuna mate ipeddiri nasana de' natarima selewi kuburu iyyaro na nasaba nasalangi tau pagan mancaji pabunona silesureng sisusuna.""","""Beberapa hari sesudah kematiannya, seorang gadis bernama Emerentiana didapati sedang berdoa di makam Agnes gadis itu mengaku sebagai puteri dari wanita yang menjadi ibu-susu Agnes, dan kemudian tewas dirajam karena menolak meninggalkan makam itu dan karena mempersalahkan kaum pagan sebagai pembunuh saudari sesusunya.""","""A few days after her death, a girl named Emerentiana was found praying at Agnes' grave the girl claimed to be the daughter of the woman who was Agnes' wet nurse, and was later stoned to death for refusing to leave the grave and for blaming the pagans for the murder of her wet sister.""",48,10
145,"""""Nadecengiwi pole ateddekenna iya de'e naengka terjadi depana iya'e pura nacobai,"" makkedai sejarawan James McClymont, wettunna Cabral ""nappolo ri wiring tasi'na Afrika Timurung, matterui riolo untu pattahangngi jamang iya pura ripattentu'e lao ri alena nenniya naullei nainspirasi para perwira nenniya tau iya salama'e sibawa keberanian iya pada'e.""""","""""Tanpa gentar oleh kerugian-kerugian yang belum pernah terjadi sebelumnya yang telah ia alami,"" kata sejarawan James McClymont, ketika Cabral ""mencapai pantai Afrika Timur, mendesak maju demi pemenuhan tugas yang telah dibebankan kepadanya serta mampu menginspirasi para perwira dan orang-orang yang bertahan hidup dengan keberanian serupa.""""","""""Undaunted by the unprecedented losses he had endured,"" says historian James McClymont, Cabral ""reached the shores of East Africa, pressing forward to fulfill the task with which he had been charged and able to inspire the surviving officers and men with similar courage.""""",47,10
146,"Narekko de' naripattambai sibawa magatti, weddingi nassabari amateng. Ri laleng pabburae, engka siare faktor iyya makkebbu iyarega de'na berhasil iyarega dek pabburae ri tau penderita lasa Anthrax. Iyyae pallawangna iyanaritu faktor umuru'na tau malasae, faktor kesehatan penderita secara umum, nenniyya ise'na bagean watakkalena iyya nakennae lasa.","Sedangkan bila pengobatan tidak dilakukan secepatnya, dapat mengakibatkan kematian. Dalam pengobatannya, ada beberapa faktor yang membuat berhasil atau tidaknya pengobatan terhadap penderita penyakit Antraks. Di antaranya adalah faktor usia penderita, faktor kesehatan penderita secara umum, dan luas bagian tubuh yang terinfeksi.","Meanwhile, if treatment is not carried out immediately, it can result in death. In treatment, there are several factors that determine the success or failure of treatment for sufferers of Anthrax. These include the patient's age, the patient's general health factors, and the area of the infected body part.",46,10
147,"Purana naobbi' presiden'e maelo'i nalaporo'i sininna tau engkae punnai asengna , naiyya sininna tau engkae punnai asengna maelo'i nalaporo'i sininna tau engkae punnai asengna Sibalekenna pada alena de'na maelo mancaji kepala negara nasaba' passaleng hukung'e . Ri lainnaero , narekko ripenessai , polisi masussa natikkeng Anggodokarena degaga butti mattonget-tongeng , matame' laporang attarongenna asengna Kepala Negarae maelo ribantu .","Setelah presiden mengancam akan melaporkan pihak yang mencatut namanya , orang berharap hal itu segera direalisasikan . Di satu sisi mereka tidak ingin seorang Kepala Negara dicatut namanya , terkait masalah hukum . Di sisi lain , jika jadi diusut , polisi yang kesulitan menangkap Anggodokarena tidak ada bukti kuat , termasuk laporan pencatutan nama Kepala Negaraakan terbantu .","After the president threatened to report those who use his name, people hope that this will be realized soon. On the one hand, they do not want a Head of State to be named due to legal issues. On the other hand, if it was investigated, it would help the police who had difficulty arresting Anggodo because there was no strong evidence, including reports of the name of the Head of State being defamed.",59,10
148,"Aja'na alemu madduga makkada alena ero tuli merasa masenna sibawa akkabbuakeng-akkabbuakeng ja' ero alena jamang nappa merasang masenna sibawa sangjungeng yase' aga ero de' alena pigau, engka selama' pole sessa. Nasaba' ero akkabbuakeng eri alena pura tutu' pintu ati alena pole keimaneng sibawa attongengeng mappada tau-tau Yahudi.","Janganlah kamu menduga bahwa mereka yang selalu merasa senang dengan perbuatan-perbuatan buruk yang mereka kerjakan dan merasa senang dengan sanjungan atas apa yang tidak mereka lakukan, akan selamat dari siksa. Karena, dengan perbuatan itu mereka telah menutup pintu hati mereka bagi keimanan dan kebenaran seperti orang-orang Yahudi.","Do not assume that those who always feel happy about the bad deeds they do and feel happy with praise for what they don't do, will be safe from torment. Because, with that action they have closed the doors of their hearts to faith and truth like the Jews.",47,10
149,"Na idi' mitai mata esso e wettunna jumpa', lao pole goa alena akku suali' atau, na narekko mata esso cempe' namabela pole alena akku suali' abio na alena engkai ri laleng onrong iya maloang ri laleng goa e ro. Iyaro ianaritu saisa' pole tanra-tanrang (aloppongeng na) Allah.","Dan kamu akan melihat matahari ketika terbit, condong dari gua mereka ke sebelah kanan, dan bila matahari terbenam menjauhi mereka ke sebelah kiri sedang mereka berada dalam tempat yang luas dalam gua itu. Itu adalah sebagian dari tanda-tanda (kebesaran) Allah.","And you will see the sun when it rises, leaning from their cave to the right, and when the sun sets away from them to the left while they are in a wide place in the cave. Those are some of the signs (greatness) of Allah.",47,10
150,"""Horma' sibawa mapato lao ri tomatoae iyana ure'na pole ri siningna moral tuo-tuongengnge, nasaba' tomatoae iye mabbere tuo-tuongeng lao ri ana'-ana'na, na didi' naiya napawekke' alena nasaba' iyana iye taniae anu yibbua sibawa poko' sibawa iyana pentingnge nasaba de' tanna tau wedding massipa' makessing lao ri tau laingnge narekko alena de'na makessing lao ri tomatoanna riale.""","""Hormat dan menurut pada orang tua adalah akar dari segala moral kehidupan, karena orang tua yang memberi kehidupan pada anak-anak, mendidik dan membesarkan mereka karena hubungan inilah yang paling alami dan utama dan yang terpenting karena tidak mungkin orang bisa berbuat baik terhadap orang lain kalau ia tidak baik terhadap orang tuanya sendiri.""","""Respect and obedience to parents is the root of all morals in life, because parents give life to children, educate and raise them because this relationship is the most natural and primary and most importantly because it is impossible for people to be good to other people if they are not good to their own parents.""",56,10
151,"""Narekko pejabat iye berwenang missengngi makkada pendaftaran pole pengusaha iye pura napegau secara de'na sah yarega secara de'na lengka' yarega secara de'na madeceng yarega bertentangan sibawa ketertiban umum yarega masala kesusilaan, iyaro pejaba' e wedding natola' pendaftaran naiya napau alasan-alasanna sibawa nabbereng kesempatan lao ri pengusaha iye bersangkutan untu' mebbua pembetulan yarega pendaftaran paimeng.""","""Apabila pejabat yang berwenang mengetahui bahwa pendaftaran oleh pengusaha yang bersangkutan telah dilakukan secara tidak sah atau secara tidak lengkap atau secara tidak benar atau bertentangan dengan ketertiban umum atau dengan kesusilaan, pejabat tersebut dapat menolak pendaftaran dengan menyebutkan alasan-alasannya dan memberikan kesempatan kepada pengusaha yang bersangkutan untuk mengadakan pembetulan atau pendaftaran ulang.""","""If the authorized official knows that the registration by the entrepreneur concerned has been carried out illegally or incompletely or incorrectly or is contrary to public order or morality, the official may refuse the registration by stating the reasons and giving the entrepreneur concerned an opportunity to make corrections or re-registration.""",54,10
152,"Alena to masengka naera ki maddoja nasaba masengka kerra na tajjaga siningna wenni. Ritambai kondisi kamara iya pengap na mabela pole ada manyameng, maelo sining esso ta (iyya, lakkaing, baby ) matinro ri saliweng kamara rinassabari baby mapella nakko monro ri laleng kamara nasaba kondisi kamara iyya baeccu na pengap.","Dia juga sering mengajak kami begadang karena sering menangis dan terjaga sepanjang malam. Ditambah kondisi kamar yang pengap dan jauh dari kata nyaman, hampir setiap hari kami (saya, suami, baby ) tidur di luar kamar dikarenakan baby kegerahan jika berada di dalam kamar karena kondisi kamar yang kecil dan pengap.","He also often asked us to stay up late because he often cried and stayed up all night. Plus the condition of the room was stuffy and far from comfortable, almost every day we (me, husband, baby) slept outside the room because the baby was hot when he was in the room because the room was small and stuffy.",50,10
153,"Iyaro sure'é natimpa' towi atitta. Sibagiyang tau iya macawé'é nateritoi teri wettunna naita iyaro sining fotoé sibawa macawé'é passalenna aga iya puraé kajajiyang. ""Itai, iyaro ana'daraé purai mala foto-foto, angkanna iyaro ana'daraé dé'na naulléni naitai. Mabbarakkaki, mabbaca sibawa makkita-ita. Sukkuru'ki lao ri aga iya engka'e, nasaba engka maega tau iya de'e napunnai keberuntungan pada-pada idi"", tulis Rianyy Riphe Rachiss.","Unggahan tersebut juga membuat warganet terharu. Bahkan beberapa di antaranya mengaku menangis saat melihat foto-foto dan membaca cerita dalam unggahan tersebut. ""Niat hati cuma mau lihat foto-fotonya, alhasil mewek semewek-meweknya. Ngucur, baca sambil lap-lap mata mulu. Bersyukurlah atas apa yang kita punya sekarang, karena masih banyak orang yang kurang seberuntung kita,"" tulis Rianyy Riphe Rachiss.","This upload also moved netizens. Some of them even admitted that they cried when they saw the photos and read the story in the upload. ""My heart's intention was just to look at the photos, as a result I was making a lot of noise. I was drooling, reading while wiping my eyes. Be grateful for what we have now, because there are still many people who are not as lucky as us,"" wrote Rianyy Riphe Rachiss.",59,10
154,"""Untu nabaliwi iyyae pakkutana'e, tau sarjan'e parellu makkutanangngi niga mokii Injil'e, uppanna mennang maroki, aga akkattana mennang ri laleng maroki'i, aga sumber-sumber assalengna iyya'e tau paroki'e, agana wedding ritariima sumber-sumber iyyae assaleng'e, sibawa agana jampana assaleng'e wettuna pole ri sumber assaleng pole ri curita-curita alena, iyarega agana purai ripinra'i"".","""Untuk menjawab pertanyaan ini, para sarjana harus bertanya siapa yang menulis Injil, kapan mereka menulis, apa tujuan mereka dalam menulis, apa sumber-sumber yang digunakan penulis, seberapa dapat diandalkan sumber-sumber ini, dan seberapa jauh waktunya dari sumber asal dari cerita-cerita mereka, atau jika mereka diubah nanti.""","""To answer this question, scholars must ask who wrote the Gospels, when they wrote, what their purpose was in writing, what sources the authors used, how reliable these sources were, and how far back in time they were from the original sources of their stories, or if they were changed later.""",49,10
155,"Kehebatan momo challenge makkokkoe mancaji bahang maega ri platform media sosial. challenge'e mancaji viral nasaba engka unsur kekerasan na bahkan engka kasus bunuh diri iyya kajajiang nasaba challenge'e. Ri laporanna bbc.com, iyyaero paccobangnge ripallebbangnge iyanaritu hoaks, namuni polisi ri Irlandia makkeda de'na tarima laporang pole ri siaga tau.","Kehebohan momo challenge saat ini masih menjadi hal yang banyak dibicarakan di berbagai platform media sosial. challenge ini mendadak viral karena mengandung unsur kekerasan bahkan hingga ada kasus bunuh diri yang terjadi akibat tantangan tersebut. Dilansir dari bbc.com, challenge yang disebarkan tersebut adalah hoaks, adapun polisi di irlandia mengatakan tidak pernah menerima laporan dari siapapun","The current Momo Challenge excitement is still something that is widely discussed on various social media platforms. This challenge suddenly went viral because it contained elements of violence and there were even cases of suicide that occurred as a result of this challenge. Reporting from bbc.com, the challenge that was spread was a hoax, while the police in Ireland said they had never received a report from anyone",48,10
156,"Personelna Polri iyye ridaftar, namoto de'na lolos, iyye sitongenna purani nalakukan politik praktis. Alena khawatir, okko kebijakanna Tito ero rilaksanakanni, wedding maladde rentan okko netralitas na profesionelisme Polri okko pilkada. ""Calonna pole Polri iyye gagal mencaji pesertana nulle to mappake kekuasaanna iyye engkae pada'alena lao bertindak de'na profesional okko balinna politik iyarega pihak-pihak iyye na'anggap de'na ripalolos mancaji peserta,"" adanna.","Personel Polri yang mendaftar, meski tidak lolos, secara nyata telah melakukan politik praktis. Dia khawatir, apabila kebijakan Tito tersebut dilaksanakan, akan sangat rentan bagi netralitas dan profesionelisme Polri di pilkada. ""Calon dari Polri yang gagal menjadi peserta bisa saja menggunakan kekuasaan yang ada padanya untuk bertindak tidak profesional terhadap lawan politik atau pihak-pihak yang dianggap tidak meloloskannya sebagai peserta,"" katanya.","The National Police personnel who registered, even though they did not qualify, had actually carried out practical politics. He is worried that if Tito's policy is implemented, it will be very vulnerable to the neutrality and professionalism of the National Police in the regional elections. ""Police candidates who fail to become participants may use the power they have to act unprofessionally towards political opponents or parties who are deemed not to have passed them as participants,"" he said.",60,10
157,(Pekka tega wedding) engka ajjanciang sibawa tau-tau musri' (padahala' narekko alena runtu' ammennangeng pole aleta) alena runtu' ammenangeng pole alets (alena de'na peliharang) de'topa napakanjaki (hubungeng akkereabakeng) hubungeng akkeluargaang (de'topa napakanjaki ajjanciang) makkada alena wedding nausahakeng sikua' tenagang na untu' papeddiki nappa ganggui alena. Jumula sara' iyaro aga-aga ato akkadang keterangeng.,(Bagaimana bisa) ada perjanjian bagi orang-orang musyrikin (padahal jika mereka memperoleh kemenangan atas kalian) mereka mendapat kemenangan atas kalian (mereka tidak memelihara) tidak lagi mengindahkan (hubungan kekerabatan) hubungan kefamilian (dan tidak pula mengindahkan perjanjian) bahkan mereka akan berupaya sekuat tenaga untuk menyakiti dan mengganggu kalian. Jumlah syarat merupakan hal atau kata keterangan.,(How can) there be an agreement for the polytheists (even though if they gain victory over you) they gain victory over you (they will not maintain it) will no longer pay attention to (kinship relations) familial relations (and will not heed the agreement) in fact they will try their best to hurt and annoy you. The number of terms is a thing or adverb.,51,10
158,"Alena to turut nalorangi makkeda ada marrante ato doang marrante semacam iyae mulle mappakengka ataureng na makkurangi keimanan ummat Katolik lokka Puang yaro poji idi' maneng. Pole nasaba' iyaro, rekko mattarima ada sirupa, rirennuangi untuk de'na tale'i lokka pihak lainge. Ada marrante iyae tommi pura tattale' sibawa taung yaro sillaing-laingenge na mebbu'i maseleng lokka pattarimana.","Mereka juga turut menghimbau bahwa pesan berantai atau doa berantai semacam ini dapat menciptakan ketakutan dan mengurangi keimanan umat Katolik kepada Tuhan yang mencintai kita semua. Oleh karena itu, apabila menerima pesan sejenis, diharapkan untuk tidak menyebarkannya kepada pihak lain. Pesan berantai ini sendiri telah beredar dengan tahun yang berbeda-beda dan membuat kepanikan bagi penerimanya.","They also warned that this kind of chain messages or chain prayers could create fear and reduce Catholics' faith in God who loves us all. Therefore, if you receive a similar message, you are advised not to share it with other parties. This chain message itself has been circulating for different years and has caused panic among the recipients.",55,10
159,"""Anihilasionisme (lirisseng to mancaji ekstinksionisme yare'ga destruksionisme) yanaritu seddi ateppereng makkeda purana penghakiman paccapureng, engka rupatau sibawa yamaneng malaikat ta'denne' (yamaneng iya nakenna lihukum mannennungeng) maelo secara bulat lisolangi lettu mappada de' nengka na engka, yare'ga kesadaran alena de'na natuo, nennia naalami hukuman iya de'na gaga cappuna ri neraka (biasato lisinonimkan sibawa tasi' api).""","""Anihilasionisme (juga dikenal sebagai ekstinksionisme atau destruksionisme) adalah sebuah keyakinan bahwa setelah penghakiman terakhir, beberapa manusia dan seluruh malaikat jatuh (semuanya yang terkena hukuman kekal) akan secara bulat dihancurkan sampai bagaikan tak pernah ada, atau kesadaran mereka akan padam, alih-alih mengalami hukuman tak berkesudahan di neraka (seringkali disinonimisasikan dengan lautan api).""","""Annihilationism (also known as extinctionism or destructionism) is the belief that after the final judgment, some humans and all fallen angels (all of whom are subject to eternal damnation) will be completely destroyed as if they had never existed, or their consciousness will be extinguished, instead of experiencing endless punishment in hell (often synonymous with the lake of fire).""",54,10
160,"Fiona purai napérasai gau'éro, nasaba siuleng ittana monroi ri Rio de Janeiro. Aga saba'na tau Brasil'é napoji mabbanta? Pada-pada nacuritaè ri laleng sure'èwè, iyaro gau'è polèi ri pangkaukeng-pangkaukengngè ri wiring tasi'è. Iyyaro atuongeng wiring tasi'e maderi riidentifikasi sebagai attangkangeng de'na magatti, nennia mattahang jamang sibawa maega alasang, pole kemacetan iyyare'ga siruntu'na sibali'e.","Fiona sendiri telah merasakannya, karena pernah menghabiskan enam tahun tinggal di Rio de Janeiro. Apa yang membuat penduduk Brasil sangat santai? Rupanya, menurut BBC Travel , kebiasaan ini berasal dari sikap dan pola hidup khas pantai. Kehidupan pantai kerap diidentifikasi sebagai sikap tidak tergesa-gesa, dan menunda-nunda pekerjaan dengan berbagai alasan, mulai dari kemacetan atau tidak sengaja bertemu teman.","Fiona herself has felt this, having spent six years living in Rio de Janeiro. What makes Brazilians so laid back? Apparently, according to BBC Travel, this habit comes from typical beach attitudes and lifestyles. Beach life is often identified as an attitude of not being in a hurry, and procrastinating work for various reasons, ranging from traffic jams or accidentally meeting friends.",52,10
161,"""Iye megangnge dottoro' sibawa tau majjamae nasengngi iyana tujuanna iyaro laporangnge iyana untu' missengngi iye tau monroe ri pantie iye wedding moi lai kiring mancaji tenaga kerja, nasaba' erona iye dottoro'e sibawa pajjama nasengngi ipenre'na paddissengengna tau monroe akko pantie untu' selama'kangngi pada alena pole akko ""wajib kerja"" - sibawa seddi konsekwensi maladde'.""","""Kebanyakan dokter dan pengelola beranggapan bahwa tujuan laporan tersebut adalah untuk mengidentifikasi para penghuni panti yang kondisinya kemampuannya memungkinkan untuk dikirim sebagai tenaga kerja, oleh karenanya para dokter dan pengelola tersebut menaikkan tingkat ketidakmampuan penghuni pantinya untuk menyelamatkan mereka dari ""wajib kerja"" - dengan suatu konsekwensi yang fatal.""","""Most doctors and administrators assumed that the purpose of the report was to identify nursing home residents whose conditions would allow them to be sent into labor, so these doctors and administrators raised the level of disability of their nursing home residents in order to save them from ""compulsory work"" - with fatal consequences.""",53,10
162,"Sala seddi akun ri media sosial pura naunggah seddi video yaro lise'na tau-tau yaro maggorae. Laleng narasina naasengi makkeda iyaro videoe yanaro keadaanna kota Wuhan kokkoange yaro semakin maladde, alena maneng maggora tassiampo' nasaba' depresi. Purana ritelusuri lebbi lanjut, alena maneng tania maggora de'na mammukka nasaba' depresi. Yaro alena maneng aggorang ""Wuhan Jiayou"", aggorang untuk mabbere sumange' seddi sibawa lainge.","Salah satu akun di media sosial telah mengunggah sebuah video yang berisi orang-orang yang sedang berteriak. Dalam narasinya mengklaim bahwa video itu adalah keadaan kota Wuhan saat ini yang semakin mencekam, mereka berteriak tidak karuan karena depresi. Setelah ditelusuri lebih lanjut, mereka bukan teriak gak karuan karena depresi. Yang mereka teriakan adalah ""Wuhan Jiayou!"", teriakan untuk menyemangati satu sama lain.","One account on social media has uploaded a video containing people screaming. In the narration, he claims that the video shows the current increasingly tense state of the city of Wuhan, they are screaming incoherently because they are depressed. After further investigation, they were not screaming incoherently because they were depressed. What they shouted was ""Wuhan Jiayou!"", a shout to encourage each other.",60,10
163,"Alenana tau-tau ero kapere' ero mahhalangi alemu pole (mattama) Masjidil Haram ero mahhalangi olokolo' karobang lettu' ri onroang (massembeli)na. Nappa narekko de'na nasaba' urane-urane ero mu'ming sibawa makkunrai-makkunrai ero mu'ming ero de'ga alemu missengi, makkada alemu engka mauno alena ero massebakeng alemu itimpang assusaheng de' muissengi alemu (tette'ni Allata'ala de' nengka mattahang limammu pole mabbinasakeng alena).","Merekalah orang-orang yang kafir yang menghalangi kamu dari (masuk) Masjidil Haram dan menghalangi hewan korban sampai ke tempat (penyembelihan)nya. Dan kalau tidaklah karena laki-laki yang mukmin dan perempuan-perempuan yang mukmin yang tiada kamu ketahui, bahwa kamu akan membunuh mereka yang menyebabkan kamu ditimpa kesusahan tanpa pengetahuanmu (tentulah Allah tidak akan menahan tanganmu dari membinasakan mereka).","They are the disbelievers who prevent you from (entering) the Grand Mosque and prevent sacrificial animals from reaching their (slaughtering) place. And if it were not for believing men and believing women, whom you do not know, that you would kill those who cause you trouble without your knowledge (of course Allah will not restrain your hand from destroying them).",56,10
164,"Padapadanna, wassele minya' berlebih, nainappa ulina marota e, nennia pattongkona bahang kosmetik iya komedogenik, nennia bakteri. Laksmi iya makkeda engka faktor laingnge mancaji pakkebu tapi bentuna nennia rupanna silaing-lainggi. Iyyarega, tau iya manrewe pura coco' nennia tappana mapaccing na degaga serussuna narekko stres sementarawi naseng. Jaji dena wedding makkeda yaro tello yanaritu nasabakkeng cumpana serussuna ri rupanna ri idi.","Misal, produksi minyak berlebih, kemudian kulit yang kotor, dan tertutup bahan kosmetik yang komedogenik, juga bakteri. Laksmi juga menuturkan ada faktor lain sebagai pencetus tapi bentuk dan rupanya bermacam-macam. Bahkan, orang yang makannya sudah benar dan wajah bersih masih bisa berjerawat kalau stres sedang menyerang. Jadi tidak bisa dikatakan bahwa telur adalah penyebab munculnya jerawat di wajah kita.","For example, excess oil production, then dirty skin, and covered in comedogenic cosmetic ingredients, as well as bacteria. Laksmi also said that there were other factors as triggers, but they took various forms and forms. In fact, people who eat properly and have a clean face can still get acne when stress strikes. So it cannot be said that eggs are the cause of acne on our faces.",59,10
165,"Sebba' aga ero engka ri Allata'ala pura balaseng ri lino nappa pahalang ero matu' engka iareng ri ahera' pole tau-tau ero majjagang assempurnang janci, mabela lebbi makanja' pole assennangeng linoe ero maggoda alena bara' ingkari janci. Jaji renungkeng nappa pahangi laingnge narekko alena tongeng-tongeng tau ero mangngakkala' ero wedding mappitte antarang ero makanja' nappa ero ja' e.","Sebab apa yang ada pada Allah berupa balasan di dunia dan pahala yang kelak akan diberikan di akhirat bagi orang-orang yang menjaga keutuhan janji, jauh lebih baik dari kesenangan duniawi yang menggoda kalian agar mengingkari janji. Maka renungkan dan pahamilah hal itu jika kalian benar-benar orang yang berakal, yang dapat memilah antara yang baik dan yang buruk.","Because what Allah has in the form of rewards in this world and rewards that will be given in the afterlife for those who keep their promises, is far better than worldly pleasures that tempt you to break your promises. So think about it and understand this if you are truly a rational person, who can differentiate between good and bad.",57,10
166,"Majeppu purai mallebbang ri platform media sosial Facebook, ri tujunna meme Nicholas Sean (anakna Ahok), pada-padanna ri laleng posting gambara'e makkedae ""Iyyaro indo'ku mabellé iyanaritu seddi alasang na de'na melanggar hak asasi rupa tau. Aga sala na iyaro indo'ku lao sappa cinna nasaba ambo'ku purai mancaji parawang pitu taung ittana?","Penjelasan  Telah beredar di media sosial platform Facebook, tentang meme Nicholas Sean (anak Ahok), seperti dalam postingan gambar tersebut menyatakan bahwa ""Ibu saya selingkuh adalah sebuah kewajaran dan tidak melanggar HAM. Apa salahnya ibu saya mencari setitik kenikmatan karena ayah saya sudah impoten selama 7 tahun.""","Explanation There has been circulating on the social media platform Facebook, regarding the meme Nicholas Sean (Ahok's son), as in the image post stating that ""My mother cheating is normal and does not violate human rights. What's wrong with my mother looking for a little pleasure because my father has been impotent for 7 years.""",50,10
167,"""Ri lainnaero, alena naakui makkeda kontribusi intelektual sibawa teknologi pole misionaris Eropa pura maju negarana, nennia alena naundangngi pada alena untu' napertahangkang i aktivitasna selama pada alena maelo napatunda usaha Kristenisasi Madagaskar ""Untu' tau laing Inggris iyarega Prancis iyya sukkuru'ko nasaba makessing iya pura mupogau'e ri negaraku sibawa akkarungekku, nennia iyyaro mupallebbangngi paddissengeng nenniya paddissengeng Eropa.""","""Selain itu, ia mengakui bahwa sumbangsih intelektual dan teknologi dari para misionaris Eropa telah memajukan negaranya, dan ia mengajak mereka untuk meneruskan kegiatan tersebut asalkan mereka mau menghentikan upaya Kristenisasi Madagaskar ""Untuk orang-orang asing Inggris atau Prancis aku berterima kasih atas kebaikan yang kalian telah lakukan di negeriku dan kerajaanku, dan di sini kalian telah menyebarkan kebijaksanaan dan pengetahuan Eropa.""","""In addition, he acknowledged that the intellectual and technological contributions of European missionaries had advanced his country, and he invited them to continue these activities provided they would stop efforts to Christianize Madagascar ""To the foreigners of England or France I thank you for the good you have done in my country and my kingdom, and here you have spread European wisdom and knowledge.""",56,10
168,"""Naekiya, nasaba pole assitujungeng iyya maloangnge, bola ""Gaya Baker"" mancadi pene mallebbang, na iyyae nassabari masussa Baker, nasaba alena mappikkiri majeppu 'gaya' iyyae mancadi komoditi iyyami simata-mata mancadi perwujudan pole dorongan budaya sibawa ekonomi wilayah iyyae alena majjamae, naiyya seddi solusi iyya weddingnge ripakkeguna lao ri siaga situasi aga'e pole ri ondroang keja'e saja.""","""Namun, sebagai akibat dari penerimaan yang meluas ini, rumah ""Gaya Baker"" menjadi semakin populer, dan hal ini justru membuat gundah Baker, karena ia merasa bahwa 'gaya' yang dijadikan komoditi itu semata-mata merupakan perwujudan dari dorongan budaya dan ekonomi wilayah tempat ia bekerja, dan bukan sebuah solusi yang dapat diterapkan begitu saja kepada situasi apapun juga di mana saja.""","""However, as a result of this widespread acceptance, ""Baker Style"" houses became increasingly popular, and this actually troubled Baker, as he felt that the commoditized 'style' was simply a manifestation of the cultural and economic impulses of the region in which he worked, and not a solution that could simply be applied to any situation anywhere.""",54,10
